fold,epoch,val_loss,val_auc,tr_auc, train_loss, time
0,0,0.1488958458910335,0.9323031013143789,0.7444281604197321,0.23954497941699968, 2.25807363986969
0,1,0.12301054006984115,0.9634497422153162,0.8203447376207537,0.18329408086937707, 2.1740864356358847
0,2,0.10432237057889603,0.9707666428522507,0.8431450781233341,0.17116819884862472, 2.1962612946828206
0,3,0.10944242295999156,0.9706820784454956,0.843440160644979,0.15953756061534644, 2.1260892271995546
0,4,0.17351099868704165,0.973672069047119,0.8619806535956859,0.15299541439439746, 2.1499258081118264
0,5,0.08518075248540131,0.9759891787533446,0.859174185446122,0.15108102994502148, 2.182688816388448
0,6,1.6714283105494379,0.9675614757384453,0.859941240896829,0.14412463221185823, 2.2272202730178834
0,7,0.08306021358323645,0.9748273080163161,0.8622981650046382,0.1439739519668439, 2.23193473815918
0,8,0.06874745078289843,0.9792443651329974,0.8623002350430767,0.14188750719629406, 2.2910058895746865
0,9,0.06895704539872859,0.9789414019991821,0.8758194311717634,0.14265802130974245, 2.0980804761250815
1,0,0.36590511843619145,0.9479851340493844,0.7455002903884907,0.24091183367267657, 2.1825648387273153
1,1,0.1179125827798924,0.9670060183480409,0.8172303752025888,0.18472876199236027, 2.1872487386067707
1,2,0.12761998720400566,0.9653864432277961,0.8328674830531743,0.17060914060867513, 2.177396472295125
1,3,0.42308850720173163,0.968931104399912,0.8450463813562259,0.15978152995301906, 2.17616647084554
1,4,0.2726160695215649,0.9695831533014438,0.854184305726601,0.1567589157786803, 2.1724604884783427
1,5,0.11765340582600661,0.9726898929909935,0.8681188173741283,0.14536860117096403, 2.2403413812319437
1,6,0.1174042695582065,0.9732459873308507,0.8687680139159897,0.14729174488100547, 2.160349424680074
1,7,0.13983086984823173,0.9737631528188613,0.8638719273465656,0.14710267424285664, 2.183484971523285
1,8,0.10026716737656341,0.9748815611226436,0.8648109750855671,0.14238213432705676, 2.084130803743998
1,9,0.3000850522966713,0.9702299567368943,0.8794192405116436,0.14560214489489337, 2.1548643708229065
2,0,0.4395632796911333,0.9382693107227899,0.7415149603216405,0.2389001845394825, 2.166109510262807
2,1,0.21147684807109893,0.9535562350877381,0.8214109139591929,0.1832822921090335, 2.1870481848716734
2,2,0.23354230344542587,0.9620305393521728,0.8376459170921496,0.17104322284453732, 2.171525792280833
2,3,0.2618311007687708,0.9684448742015547,0.8417836861439095,0.15925680793390995, 2.1592735250790915
2,4,0.24852565366879334,0.9604364234449402,0.8606706492168258,0.15356707446384846, 2.190712336699168
2,5,0.0917745151400224,0.9727325712893854,0.8648359215312305,0.1468873097344308, 2.1812158465385436
2,6,0.4596348730277042,0.9655815849578213,0.8643104572284792,0.1430889053775479, 2.23837841351827
2,7,0.3499806834247001,0.9669477986096987,0.8627507952981671,0.14592816416636667, 2.181731339295705
2,8,0.1456743043714336,0.9741314441818706,0.8669070442105806,0.14110967200677083, 2.160303012530009
2,9,0.2692913824967964,0.9710276914363947,0.8706742208517236,0.14471447973695845, 2.1557833194732665
3,0,0.4167910752086235,0.9426969600783214,0.7373175260126033,0.24268443016398725, 2.1866260965665183
3,1,0.2818117427820226,0.9620751963300092,0.8238166033832944,0.18524506944706853, 2.184592096010844
3,2,0.19776907380271172,0.9638191438602616,0.8386387107284992,0.17049292972640825, 2.1425331354141237
3,3,0.1760618054564586,0.9646791948641844,0.8360993210288443,0.1617547140605621, 2.18411869208018
3,4,0.15521990973977562,0.972888878290879,0.8525269247972207,0.15304483342630676, 2.203333882490794
3,5,0.12941222891273282,0.9735963704415403,0.8609854067115194,0.1503281624723213, 2.1695554852485657
3,6,0.08756392583612124,0.9742544843641985,0.8625840531432084,0.14876704847560498, 2.1793869098027545
3,7,0.12144288283948577,0.9764928140618395,0.8659991174379363,0.14569893561629896, 2.205336097876231
3,8,0.10774740781540013,0.9756346751988646,0.8663544217073957,0.14029144876807623, 2.1773384690284727
3,9,0.06983927553947254,0.9787610631413689,0.8809282387230277,0.1413231400280342, 2.168939145406087
